Run Date,8/18/2015 09:03:15
EntryNumber,elapsedTime,lastMeasFlowRateInMl,numOfSubmergedPads,submergedPadsBitMask,secondsOfNoWater,unknowns,tempC,PC0,PC1,PC2,PC3,PC4,PC5,PMAX0,PMAX1,PMAX2,PMAX3,PMAX4,PMAX5,pad_min[0],pad_min[1],pad_min[2],pad_min[3],pad_min[4],pad_min[5],padMeasDelta[0],padMeasDelta[1],padMeasDelta[2],padMeasDelta[3],padMeasDelta[4],padMeasDelta[5],padMax1Array[0],padMax1Array[1],padMax1Array[2],padMax1Array[3],padMax1Array[4],padMax1Array[5],padMax2Array[0],padMax2Array[1],padMax2Array[2],padMax2Array[3],padMax2Array[4],padMax2Array[5],
364,456281,335,5,3e,0,10,0,6168,11572,16756,25983,27109,20392,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27109,20392,-31448,30691,24640,16840,17259,27663,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
365,457265,335,5,3e,0,10,0,6167,11576,16759,25989,27121,20400,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27109,20392,-31447,30687,24637,16834,17247,27655,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
366,458265,335,5,3e,0,10,0,6168,11574,16754,25982,27112,20407,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27109,20392,-31448,30689,24642,16841,17256,27648,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
367,459281,335,5,3e,0,10,0,6166,11574,16758,25982,27111,20402,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27109,20392,-31446,30689,24638,16841,17257,27653,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
368,460265,335,5,3e,0,10,0,6166,11574,16757,25976,27104,20397,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27104,20392,-31446,30689,24639,16847,17264,27658,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
369,461281,335,5,3e,0,10,0,6165,11570,16746,25968,27102,20396,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27102,20392,-31445,30693,24650,16855,17266,27659,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
370,462281,335,5,3e,0,10,0,6164,11567,16751,25968,27104,20397,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27102,20392,-31444,30696,24645,16855,17264,27658,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
371,463265,335,5,3e,0,10,0,6165,11569,16751,25968,27101,20397,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27101,20392,-31445,30694,24645,16855,17267,27658,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
372,464281,335,5,3e,0,10,0,6164,11566,16741,25961,27096,20391,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27096,20391,-31444,30697,24655,16862,17272,27664,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
373,465281,335,5,3e,0,10,0,6164,11567,16746,25943,27086,20390,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27086,20390,-31444,30696,24650,16880,17282,27665,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
374,466281,335,5,3e,0,10,0,6164,11566,16747,25943,27095,20400,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27086,20390,-31444,30697,24649,16880,17273,27655,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
375,467281,335,5,3e,0,10,0,6164,11564,16741,25940,27089,20397,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27086,20390,-31444,30699,24655,16883,17279,27658,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
376,468265,335,5,3e,0,10,0,6163,11561,16740,25937,27087,20397,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27086,20390,-31443,30702,24656,16886,17281,27658,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
377,469281,335,5,3e,0,10,0,6162,11562,16741,25931,27078,20389,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27078,20389,-31442,30701,24655,16892,17290,27666,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
378,470281,335,5,3e,0,10,0,6162,11557,16735,25924,27075,20388,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27075,20388,-31442,30706,24661,16899,17293,27667,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
379,471265,335,5,3e,0,10,0,6161,11559,16737,25932,27079,20391,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27075,20388,-31441,30704,24659,16891,17289,27664,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
380,472281,335,5,3e,0,10,0,6163,11561,16740,25923,27072,20384,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27072,20384,-31443,30702,24656,16900,17296,27671,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
381,473281,335,5,3e,0,10,0,6162,11559,16735,25919,27077,20381,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27072,20381,-31442,30704,24661,16904,17291,27674,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
382,474281,335,5,3e,0,10,0,6162,11555,16732,25921,27080,20390,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27072,20381,-31442,30708,24664,16902,17288,27665,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
383,475281,335,5,3e,0,10,0,6162,11557,16734,25917,27078,20388,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27072,20381,-31442,30706,24662,16906,17290,27667,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
384,476265,335,5,3e,0,10,0,6161,11555,16733,25918,27085,20389,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27072,20381,-31441,30708,24663,16905,17283,27666,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
385,477281,335,5,3e,0,10,0,6161,11556,16729,25909,27069,20372,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27069,20372,-31441,30707,24667,16914,17299,27683,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
386,478281,335,5,3e,0,10,0,6159,11554,16729,25912,27072,20379,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27069,20372,-31439,30709,24667,16911,17296,27676,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
387,479281,335,5,3e,0,10,0,6161,11551,16726,25905,27063,20368,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27063,20368,-31441,30712,24670,16918,17305,27687,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
388,480281,335,5,3e,0,10,0,6165,11552,16726,25906,27065,20373,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27063,20368,-31445,30711,24670,16917,17303,27682,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
389,481281,335,5,3e,0,10,0,6158,11552,16725,25905,27065,20372,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27063,20368,-31438,30711,24671,16918,17303,27683,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
390,482281,335,5,3e,0,10,0,6158,11552,16725,25900,27067,20373,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27063,20368,-31438,30711,24671,16923,17301,27682,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
391,483281,335,5,3e,0,10,0,6158,11550,16716,25897,27056,20369,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27056,20368,-31438,30713,24680,16926,17312,27686,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
392,484265,335,5,3e,0,10,0,6158,11549,16716,25891,27051,20367,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27051,20367,-31438,30714,24680,16932,17317,27688,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
393,485281,335,5,3e,0,10,0,6158,11548,16715,25895,27062,20377,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27051,20367,-31438,30715,24681,16928,17306,27678,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
394,486281,335,5,3e,0,10,0,6158,11548,16720,25892,27059,20373,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27051,20367,-31438,30715,24676,16931,17309,27682,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
395,487281,335,5,3e,0,10,0,6157,11548,16719,25890,27056,20368,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27051,20367,-31437,30715,24677,16933,17312,27687,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
396,488281,335,5,3e,0,10,0,6156,11547,16717,25890,27041,20359,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27041,20359,-31436,30716,24679,16933,17327,27696,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
397,489281,335,5,3e,0,10,0,6156,11547,16718,25891,27054,20363,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27041,20359,-31436,30716,24678,16932,17314,27692,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
398,490281,335,5,3e,0,10,0,6156,11546,16713,25884,27046,20364,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27041,20359,-31436,30717,24683,16939,17322,27691,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
399,491281,335,5,3e,0,10,0,6155,11544,16713,25879,27043,20359,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27041,20359,-31435,30719,24683,16944,17325,27696,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
400,492281,335,5,3e,0,10,0,6156,11544,16711,25883,27051,20367,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27041,20359,-31436,30719,24685,16940,17317,27688,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
401,493281,335,5,3e,0,10,0,6155,11544,16704,25872,27040,20362,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27040,20359,-31435,30719,24692,16951,17328,27693,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
402,494281,335,5,3e,0,10,0,6155,11543,16703,25870,27040,20361,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27040,20359,-31435,30720,24693,16953,17328,27694,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
403,495281,335,5,3e,0,10,0,6154,11539,16700,25867,27039,20359,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27039,20359,-31434,30724,24696,16956,17329,27696,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
404,496281,335,5,3e,0,10,0,6154,11538,16700,25867,27031,20358,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27031,20358,-31434,30725,24696,16956,17337,27697,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
405,497281,335,5,3e,0,10,0,6154,11537,16700,25862,27031,20356,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27031,20356,-31434,30726,24696,16961,17337,27699,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
406,498281,335,5,3e,0,10,0,6154,11536,16699,25860,27023,20354,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27023,20354,-31434,30727,24697,16963,17345,27701,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
407,499281,335,5,3e,0,10,0,6153,11534,16695,25860,27023,20358,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27023,20354,-31433,30729,24701,16963,17345,27697,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
408,500297,335,5,3e,0,10,0,6153,11535,16701,25866,27034,20363,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27023,20354,-31433,30728,24695,16957,17334,27692,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
409,501281,335,5,3e,0,10,0,6154,11535,16691,25855,27021,20355,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27021,20354,-31434,30728,24705,16968,17347,27700,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
410,502281,335,5,3e,0,10,0,6152,11533,16691,25853,27020,20353,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27020,20353,-31432,30730,24705,16970,17348,27702,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
411,503281,335,5,3e,0,10,0,6152,11534,16698,25862,27030,20358,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27020,20353,-31432,30729,24698,16961,17338,27697,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
412,504281,335,5,3e,0,10,0,6151,11533,16693,25849,27018,20353,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27018,20353,-31431,30730,24703,16974,17350,27702,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
413,505297,335,5,3e,0,10,0,6152,11531,16687,25845,27011,20350,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27011,20350,-31432,30732,24709,16978,17357,27705,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
414,506281,335,5,3e,0,10,0,6150,11531,16691,25853,27024,20362,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27011,20350,-31430,30732,24705,16970,17344,27693,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
415,507281,335,5,3e,0,10,0,6151,11529,16688,25846,27010,20352,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27010,20350,-31431,30734,24708,16977,17358,27703,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
416,508297,335,5,3e,0,10,0,6150,11528,16683,25841,27004,20346,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27004,20346,-31430,30735,24713,16982,17364,27709,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
417,509281,335,5,3e,0,10,0,6150,11526,16684,25837,27010,20347,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27004,20346,-31430,30737,24712,16986,17358,27708,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
418,510281,335,5,3e,0,10,0,6150,11526,16684,25838,27010,20351,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27004,20346,-31430,30737,24712,16985,17358,27704,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
419,511281,335,5,3e,0,10,0,6149,11526,16684,25841,27014,20349,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27004,20346,-31429,30737,24712,16982,17354,27706,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
420,512281,335,5,3e,0,10,0,6149,11526,16683,25840,27012,20352,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27004,20346,-31429,30737,24713,16983,17356,27703,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
421,513297,335,5,3e,0,10,0,6150,11527,16683,25839,27014,20351,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27004,20346,-31430,30736,24713,16984,17354,27704,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
422,514281,335,5,3e,0,10,0,6150,11523,16681,25830,27000,20348,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27000,20346,-31430,30740,24715,16993,17368,27707,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
423,515281,335,5,3e,0,10,0,6148,11524,16681,25834,27010,20349,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27000,20346,-31428,30739,24715,16989,17358,27706,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
424,516297,335,5,3e,0,10,0,6149,11522,16681,25833,27006,20352,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27000,20346,-31429,30741,24715,16990,17362,27703,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
425,517281,335,5,3e,0,10,0,6148,11519,16678,25826,26996,20350,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,26996,20346,-31428,30744,24718,16997,17372,27705,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
426,518281,335,5,3e,0,10,0,6147,11521,16678,25826,26999,20353,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,26996,20346,-31427,30742,24718,16997,17369,27702,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
427,519281,335,5,3e,0,10,0,6148,11523,16679,25822,27003,20342,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,26996,20342,-31428,30740,24717,17001,17365,27713,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
428,520281,335,5,3e,0,10,0,6147,11519,16677,25818,26989,20342,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,26989,20342,-31427,30744,24719,17005,17379,27713,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
429,521297,335,5,3e,0,10,0,6147,11520,16674,25817,26989,20339,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,26989,20339,-31427,30743,24722,17006,17379,27716,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
430,522281,335,5,3e,0,10,0,6146,11519,16676,25819,26995,20339,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,26989,20339,-31426,30744,24720,17004,17373,27716,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
431,523281,335,5,3e,0,10,0,6147,11516,16675,25812,26987,20336,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,26987,20336,-31427,30747,24721,17011,17381,27719,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
432,524297,335,5,3e,0,10,0,6146,11516,16668,25808,26985,20331,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,26985,20331,-31426,30747,24728,17015,17383,27724,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
433,525281,335,5,3e,0,10,0,6145,11517,16675,25811,26991,20339,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,26985,20331,-31425,30746,24721,17012,17377,27716,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
434,526297,335,5,3e,0,10,0,6145,11515,16667,25806,26981,20333,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,26981,20331,-31425,30748,24729,17017,17387,27722,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
435,527281,335,5,3e,0,10,0,6145,11516,16673,25808,26979,20331,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,26979,20331,-31425,30747,24723,17015,17389,27724,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
436,528297,335,5,3e,0,10,0,6144,11514,16668,25802,26977,20328,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,26977,20328,-31424,30749,24728,17021,17391,27727,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
437,529297,335,5,3e,0,10,0,6143,11515,16665,25800,26984,20332,40256,42263,41396,42823,44368,48055,6143,11287,14256,20520,26977,20328,-31423,30748,24731,17023,17384,27723,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
438,530281,335,5,3e,0,10,0,6142,11513,16669,25801,26986,20328,40256,42263,41396,42823,44368,48055,6142,11287,14256,20520,26977,20328,-31422,30750,24727,17022,17382,27727,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
439,531297,335,5,3e,0,10,0,6144,11511,16659,25795,26977,20326,40256,42263,41396,42823,44368,48055,6142,11287,14256,20520,26977,20326,-31424,30752,24737,17028,17391,27729,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
440,532297,335,5,3e,0,10,0,6142,11510,16662,25798,26979,20326,40256,42263,41396,42823,44368,48055,6142,11287,14256,20520,26977,20326,-31422,30753,24734,17025,17389,27729,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
441,533281,335,5,3e,0,10,0,6142,11509,16658,25791,26979,20330,40256,42263,41396,42823,44368,48055,6142,11287,14256,20520,26977,20326,-31422,30754,24738,17032,17389,27725,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
442,534297,335,5,3e,0,10,0,6142,11511,16662,25795,26987,20325,40256,42263,41396,42823,44368,48055,6142,11287,14256,20520,26977,20325,-31422,30752,24734,17028,17381,27730,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
443,535297,335,5,3e,0,10,0,6143,11509,16661,25787,26975,20323,40256,42263,41396,42823,44368,48055,6142,11287,14256,20520,26975,20323,-31423,30754,24735,17036,17393,27732,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
444,536297,335,5,3e,0,10,0,6143,11509,16659,25785,26983,20323,40256,42263,41396,42823,44368,48055,6142,11287,14256,20520,26975,20323,-31423,30754,24737,17038,17385,27732,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
445,537297,335,5,3e,0,10,0,6142,11508,16658,25781,26969,20310,40256,42263,41396,42823,44368,48055,6142,11287,14256,20520,26969,20310,-31422,30755,24738,17042,17399,27745,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
446,538281,335,5,3e,0,10,0,6143,11507,16656,25781,26966,20313,40256,42263,41396,42823,44368,48055,6142,11287,14256,20520,26966,20310,-31423,30756,24740,17042,17402,27742,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
447,539297,335,5,3e,0,10,0,6141,11507,16657,25781,26969,20323,40256,42263,41396,42823,44368,48055,6141,11287,14256,20520,26966,20310,-31421,30756,24739,17042,17399,27732,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
448,540297,335,5,3e,0,10,0,6146,11506,16652,25773,26963,20311,40256,42263,41396,42823,44368,48055,6141,11287,14256,20520,26963,20310,-31426,30757,24744,17050,17405,27744,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
449,541281,335,5,3e,0,10,0,6141,11504,16652,25778,26967,20315,40256,42263,41396,42823,44368,48055,6141,11287,14256,20520,26963,20310,-31421,30759,24744,17045,17401,27740,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26967,20315,
450,542297,335,5,3e,0,10,0,6140,11503,16651,25776,26968,20311,40256,42263,41396,42823,44368,48055,6140,11287,14256,20520,26963,20310,-31420,30760,24745,17047,17400,27744,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
451,543297,335,5,3e,0,10,0,6139,11502,16649,25770,26964,20312,40256,42263,41396,42823,44368,48055,6139,11287,14256,20520,26963,20310,-31419,30761,24747,17053,17404,27743,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
452,544297,335,5,3e,0,10,0,6139,11501,16650,25770,26964,20310,40256,42263,41396,42823,44368,48055,6139,11287,14256,20520,26963,20310,-31419,30762,24746,17053,17404,27745,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
453,545297,335,5,3e,0,10,0,6138,11501,16649,25768,26961,20311,40256,42263,41396,42823,44368,48055,6138,11287,14256,20520,26961,20310,-31418,30762,24747,17055,17407,27744,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
454,546281,335,5,3e,0,10,0,6137,11502,16651,25765,26960,20308,40256,42263,41396,42823,44368,48055,6137,11287,14256,20520,26960,20308,-31417,30761,24745,17058,17408,27747,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
455,547297,335,5,3e,0,10,0,6138,11500,16650,25766,26958,20308,40256,42263,41396,42823,44368,48055,6137,11287,14256,20520,26958,20308,-31418,30763,24746,17057,17410,27747,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
456,548297,335,5,3e,0,10,0,6139,11498,16643,25759,26951,20304,40256,42263,41396,42823,44368,48055,6137,11287,14256,20520,26951,20304,-31419,30765,24753,17064,17417,27751,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
