Run Date,8/18/2015 09:03:15
EntryNumber,elapsedTime,lastMeasFlowRateInMl,numOfSubmergedPads,submergedPadsBitMask,secondsOfNoWater,unknowns,tempC,PC0,PC1,PC2,PC3,PC4,PC5,PMAX0,PMAX1,PMAX2,PMAX3,PMAX4,PMAX5,pad_min[0],pad_min[1],pad_min[2],pad_min[3],pad_min[4],pad_min[5],padMeasDelta[0],padMeasDelta[1],padMeasDelta[2],padMeasDelta[3],padMeasDelta[4],padMeasDelta[5],padMax1Array[0],padMax1Array[1],padMax1Array[2],padMax1Array[3],padMax1Array[4],padMax1Array[5],padMax2Array[0],padMax2Array[1],padMax2Array[2],padMax2Array[3],padMax2Array[4],padMax2Array[5],
527,619312,335,5,3e,0,10,0,6120,11457,16580,25620,26850,20241,40256,42263,41396,42823,44368,48055,6120,11287,14256,20520,26850,20241,-31400,30806,24816,17203,17518,27814,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
528,620312,335,5,3e,0,10,0,6120,11458,16576,25616,26848,20243,40256,42263,41396,42823,44368,48055,6120,11287,14256,20520,26848,20241,-31400,30805,24820,17207,17520,27812,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
529,621312,335,5,3e,0,10,0,6121,11458,16577,25616,26849,20243,40256,42263,41396,42823,44368,48055,6120,11287,14256,20520,26848,20241,-31401,30805,24819,17207,17519,27812,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
530,622312,335,5,3e,0,10,0,6121,11457,16578,25616,26850,20251,40256,42263,41396,42823,44368,48055,6120,11287,14256,20520,26848,20241,-31401,30806,24818,17207,17518,27804,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
531,623312,335,5,3e,0,10,0,6121,11455,16573,25617,26846,20253,40256,42263,41396,42823,44368,48055,6120,11287,14256,20520,26846,20241,-31401,30808,24823,17206,17522,27802,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
532,624312,335,5,3e,0,10,0,6120,11456,16573,25609,26841,20249,40256,42263,41396,42823,44368,48055,6120,11287,14256,20520,26841,20241,-31400,30807,24823,17214,17527,27806,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
533,625312,335,5,3e,0,10,0,6120,11455,16571,25606,26838,20245,40256,42263,41396,42823,44368,48055,6120,11287,14256,20520,26838,20241,-31400,30808,24825,17217,17530,27810,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
534,626312,335,5,3e,0,10,0,6120,11456,16570,25603,26835,20242,40256,42263,41396,42823,44368,48055,6120,11287,14256,20520,26835,20241,-31400,30807,24826,17220,17533,27813,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
535,627312,335,5,3e,0,10,0,6119,11455,16570,25610,26843,20245,40256,42263,41396,42823,44368,48055,6119,11287,14256,20520,26835,20241,-31399,30808,24826,17213,17525,27810,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
536,628312,335,5,3e,0,10,0,6119,11454,16568,25607,26844,20246,40256,42263,41396,42823,44368,48055,6119,11287,14256,20520,26835,20241,-31399,30809,24828,17216,17524,27809,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
537,629328,335,5,3e,0,10,0,6119,11454,16568,25610,26841,20239,40256,42263,41396,42823,44368,48055,6119,11287,14256,20520,26835,20239,-31399,30809,24828,17213,17527,27816,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
538,630312,335,5,3e,0,10,0,6119,11452,16567,25604,26834,20240,40256,42263,41396,42823,44368,48055,6119,11287,14256,20520,26834,20239,-31399,30811,24829,17219,17534,27815,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
539,631312,335,5,3e,0,10,0,6119,11456,16571,25609,26848,20250,40256,42263,41396,42823,44368,48055,6119,11287,14256,20520,26834,20239,-31399,30807,24825,17214,17520,27805,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
540,632312,335,5,3e,0,10,0,6119,11453,16568,25606,26836,20239,40256,42263,41396,42823,44368,48055,6119,11287,14256,20520,26834,20239,-31399,30810,24828,17217,17532,27816,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
541,633312,335,5,3e,0,10,0,6119,11453,16565,25601,26832,20235,40256,42263,41396,42823,44368,48055,6119,11287,14256,20520,26832,20235,-31399,30810,24831,17222,17536,27820,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
542,634312,335,5,3e,0,10,0,6118,11454,16566,25600,26823,20238,40256,42263,41396,42823,44368,48055,6118,11287,14256,20520,26823,20235,-31398,30809,24830,17223,17545,27817,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
543,635312,335,5,3e,0,10,0,6118,11451,16561,25597,26821,20231,40256,42263,41396,42823,44368,48055,6118,11287,14256,20520,26821,20231,-31398,30812,24835,17226,17547,27824,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
544,636312,335,5,3e,0,10,0,6117,11448,16561,25597,26826,20242,40256,42263,41396,42823,44368,48055,6117,11287,14256,20520,26821,20231,-31397,30815,24835,17226,17542,27813,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
545,637328,335,5,3e,0,10,0,6117,11450,16562,25597,26826,20236,40256,42263,41396,42823,44368,48055,6117,11287,14256,20520,26821,20231,-31397,30813,24834,17226,17542,27819,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
546,638312,335,5,3e,0,10,0,6119,11449,16564,25594,26829,20241,40256,42263,41396,42823,44368,48055,6117,11287,14256,20520,26821,20231,-31399,30814,24832,17229,17539,27814,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
547,639312,335,5,3e,0,10,0,6116,11450,16567,25597,26830,20245,40256,42263,41396,42823,44368,48055,6116,11287,14256,20520,26821,20231,-31396,30813,24829,17226,17538,27810,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
548,640328,335,5,3e,0,10,0,6118,11449,16563,25593,26819,20234,40256,42263,41396,42823,44368,48055,6116,11287,14256,20520,26819,20231,-31398,30814,24833,17230,17549,27821,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
549,641328,335,5,3e,0,10,0,6117,11447,16562,25590,26815,20242,40256,42263,41396,42823,44368,48055,6116,11287,14256,20520,26815,20231,-31397,30816,24834,17233,17553,27813,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
550,642312,335,5,3e,0,10,0,6118,11447,16561,25593,26820,20238,40256,42263,41396,42823,44368,48055,6116,11287,14256,20520,26815,20231,-31398,30816,24835,17230,17548,27817,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
551,643312,335,5,3e,0,10,0,6116,11445,16559,25586,26811,20233,40256,42263,41396,42823,44368,48055,6116,11287,14256,20520,26811,20231,-31396,30818,24837,17237,17557,27822,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
552,644312,335,5,3e,0,10,0,6116,11447,16557,25586,26809,20231,40256,42263,41396,42823,44368,48055,6116,11287,14256,20520,26809,20231,-31396,30816,24839,17237,17559,27824,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
553,645328,335,5,3e,0,10,0,6115,11446,16559,25589,26816,20237,40256,42263,41396,42823,44368,48055,6115,11287,14256,20520,26809,20231,-31395,30817,24837,17234,17552,27818,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
554,646312,335,5,3e,0,10,0,6118,11447,16559,25585,26814,20232,40256,42263,41396,42823,44368,48055,6115,11287,14256,20520,26809,20231,-31398,30816,24837,17238,17554,27823,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
555,647312,335,5,3e,0,10,0,6118,11445,16558,25579,26808,20231,40256,42263,41396,42823,44368,48055,6115,11287,14256,20520,26808,20231,-31398,30818,24838,17244,17560,27824,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
556,648328,335,5,3e,0,10,0,6117,11448,16558,25577,26807,20232,40256,42263,41396,42823,44368,48055,6115,11287,14256,20520,26807,20231,-31397,30815,24838,17246,17561,27823,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
557,649312,335,5,3e,0,10,0,6116,11446,16556,25577,26813,20237,40256,42263,41396,42823,44368,48055,6115,11287,14256,20520,26807,20231,-31396,30817,24840,17246,17555,27818,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
558,650312,335,5,3e,0,10,0,6115,11445,16555,25573,26806,20227,40256,42263,41396,42823,44368,48055,6115,11287,14256,20520,26806,20227,-31395,30818,24841,17250,17562,27828,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
559,651312,335,5,3e,0,10,0,6116,11446,16557,25580,26815,20232,40256,42263,41396,42823,44368,48055,6115,11287,14256,20520,26806,20227,-31396,30817,24839,17243,17553,27823,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
560,652312,335,5,3e,0,10,0,6115,11446,16555,25575,26803,20227,40256,42263,41396,42823,44368,48055,6115,11287,14256,20520,26803,20227,-31395,30817,24841,17248,17565,27828,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
561,653328,335,5,3e,0,10,0,6115,11442,16550,25576,26800,20227,40256,42263,41396,42823,44368,48055,6115,11287,14256,20520,26800,20227,-31395,30821,24846,17247,17568,27828,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
562,654312,335,5,3e,0,10,0,6114,11443,16553,25576,26804,20231,40256,42263,41396,42823,44368,48055,6114,11287,14256,20520,26800,20227,-31394,30820,24843,17247,17564,27824,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
563,655312,335,5,3e,0,10,0,6115,11442,16549,25572,26803,20224,40256,42263,41396,42823,44368,48055,6114,11287,14256,20520,26800,20224,-31395,30821,24847,17251,17565,27831,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
564,656328,335,5,3e,0,10,0,6114,11442,16549,25571,26798,20223,40256,42263,41396,42823,44368,48055,6114,11287,14256,20520,26798,20223,-31394,30821,24847,17252,17570,27832,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
565,657312,335,5,3e,0,10,0,6113,11441,16550,25573,26803,20229,40256,42263,41396,42823,44368,48055,6113,11287,14256,20520,26798,20223,-31393,30822,24846,17250,17565,27826,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
566,658328,335,5,3e,0,10,0,6114,11444,16552,25568,26802,20227,40256,42263,41396,42823,44368,48055,6113,11287,14256,20520,26798,20223,-31394,30819,24844,17255,17566,27828,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
567,659312,335,5,3e,0,10,0,6113,11443,16548,25568,26800,20222,40256,42263,41396,42823,44368,48055,6113,11287,14256,20520,26798,20222,-31393,30820,24848,17255,17568,27833,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
568,660312,335,5,3e,0,10,0,6120,11443,16552,25570,26795,20224,40256,42263,41396,42823,44368,48055,6113,11287,14256,20520,26795,20222,-31400,30820,24844,17253,17573,27831,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
569,661328,335,5,3e,0,10,0,6112,11441,16548,25569,26797,20226,40256,42263,41396,42823,44368,48055,6112,11287,14256,20520,26795,20222,-31392,30822,24848,17254,17571,27829,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
570,662312,335,5,3e,0,10,0,6112,11440,16547,25568,26798,20221,40256,42263,41396,42823,44368,48055,6112,11287,14256,20520,26795,20221,-31392,30823,24849,17255,17570,27834,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
571,663312,335,5,3e,0,10,0,6112,11439,16544,25563,26794,20221,40256,42263,41396,42823,44368,48055,6112,11287,14256,20520,26794,20221,-31392,30824,24852,17260,17574,27834,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
572,664328,335,5,3e,0,10,0,6112,11439,16545,25564,26790,20220,40256,42263,41396,42823,44368,48055,6112,11287,14256,20520,26790,20220,-31392,30824,24851,17259,17578,27835,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
573,665312,335,5,3e,0,10,0,6111,11436,16546,25562,26794,20226,40256,42263,41396,42823,44368,48055,6111,11287,14256,20520,26790,20220,-31391,30827,24850,17261,17574,27829,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
574,666328,335,5,3e,0,10,0,6111,11435,16542,25560,26784,20218,40256,42263,41396,42823,44368,48055,6111,11287,14256,20520,26784,20218,-31391,30828,24854,17263,17584,27837,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
575,667312,335,5,3e,0,10,0,6111,11438,16543,25566,26790,20220,40256,42263,41396,42823,44368,48055,6111,11287,14256,20520,26784,20218,-31391,30825,24853,17257,17578,27835,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
576,668312,335,5,3e,0,10,0,6111,11437,16544,25561,26787,20212,40256,42263,41396,42823,44368,48055,6111,11287,14256,20520,26784,20212,-31391,30826,24852,17262,17581,27843,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
577,669328,335,5,3e,0,10,0,6110,11435,16548,25561,26788,20212,40256,42263,41396,42823,44368,48055,6110,11287,14256,20520,26784,20212,-31390,30828,24848,17262,17580,27843,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
578,670312,335,5,3e,0,10,0,6111,11437,16545,25562,26791,20216,40256,42263,41396,42823,44368,48055,6110,11287,14256,20520,26784,20212,-31391,30826,24851,17261,17577,27839,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
579,671328,335,5,3e,0,10,0,6111,11437,16545,25564,26793,20224,40256,42263,41396,42823,44368,48055,6110,11287,14256,20520,26784,20212,-31391,30826,24851,17259,17575,27831,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
580,672328,335,5,3e,0,10,0,6111,11437,16542,25560,26790,20221,40256,42263,41396,42823,44368,48055,6110,11287,14256,20520,26784,20212,-31391,30826,24854,17263,17578,27834,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
581,673312,335,5,3e,0,10,0,6110,11433,16537,25554,26782,20217,40256,42263,41396,42823,44368,48055,6110,11287,14256,20520,26782,20212,-31390,30830,24859,17269,17586,27838,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
582,674328,335,5,3e,0,10,0,6109,11431,16537,25552,26775,20206,40256,42263,41396,42823,44368,48055,6109,11287,14256,20520,26775,20206,-31389,30832,24859,17271,17593,27849,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
583,675312,335,5,3e,0,10,0,6109,11434,16533,25552,26777,20209,40256,42263,41396,42823,44368,48055,6109,11287,14256,20520,26775,20206,-31389,30829,24863,17271,17591,27846,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
584,676312,335,5,3e,0,10,0,6108,11434,16529,25550,26774,20208,40256,42263,41396,42823,44368,48055,6108,11287,14256,20520,26774,20206,-31388,30829,24867,17273,17594,27847,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
585,677328,335,5,3e,0,10,0,6108,11432,16529,25553,26784,20211,40256,42263,41396,42823,44368,48055,6108,11287,14256,20520,26774,20206,-31388,30831,24867,17270,17584,27844,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
586,678312,335,5,3e,0,10,0,6109,11432,16530,25552,26775,20216,40256,42263,41396,42823,44368,48055,6108,11287,14256,20520,26774,20206,-31389,30831,24866,17271,17593,27839,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
587,679328,335,5,3e,0,10,0,6108,11432,16528,25555,26779,20216,40256,42263,41396,42823,44368,48055,6108,11287,14256,20520,26774,20206,-31388,30831,24868,17268,17589,27839,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
588,680328,335,5,3e,0,10,0,6108,11433,16524,25547,26771,20206,40256,42263,41396,42823,44368,48055,6108,11287,14256,20520,26771,20206,-31388,30830,24872,17276,17597,27849,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
589,681312,335,5,3e,0,10,0,6108,11432,16522,25547,26770,20207,40256,42263,41396,42823,44368,48055,6108,11287,14256,20520,26770,20206,-31388,30831,24874,17276,17598,27848,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
590,682328,335,5,3e,0,10,0,6107,11434,16523,25544,26778,20211,40256,42263,41396,42823,44368,48055,6107,11287,14256,20520,26770,20206,-31387,30829,24873,17279,17590,27844,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
591,683328,335,5,3e,0,10,0,6107,11429,16520,25540,26775,20203,40256,42263,41396,42823,44368,48055,6107,11287,14256,20520,26770,20203,-31387,30834,24876,17283,17593,27852,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
592,684328,335,5,3e,0,10,0,6106,11428,16521,25542,26774,20207,40256,42263,41396,42823,44368,48055,6106,11287,14256,20520,26770,20203,-31386,30835,24875,17281,17594,27848,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
593,685328,335,5,3e,0,10,0,6106,11429,16520,25541,26774,20205,40256,42263,41396,42823,44368,48055,6106,11287,14256,20520,26770,20203,-31386,30834,24876,17282,17594,27850,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
594,686312,335,5,3e,0,10,0,6105,11429,16520,25537,26773,20207,40256,42263,41396,42823,44368,48055,6105,11287,14256,20520,26770,20203,-31385,30834,24876,17286,17595,27848,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
595,687328,335,5,3e,0,10,0,6105,11429,16517,25535,26778,20205,40256,42263,41396,42823,44368,48055,6105,11287,14256,20520,26770,20203,-31385,30834,24879,17288,17590,27850,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
596,688328,335,5,3e,0,10,0,6104,11429,16522,25538,26773,20204,40256,42263,41396,42823,44368,48055,6104,11287,14256,20520,26770,20203,-31384,30834,24874,17285,17595,27851,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
597,689312,335,5,3e,0,10,0,6105,11426,16520,25537,26765,20202,40256,42263,41396,42823,44368,48055,6104,11287,14256,20520,26765,20202,-31385,30837,24876,17286,17603,27853,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
598,690328,335,5,3e,0,10,0,6103,11427,16525,25541,26777,20203,40256,42263,41396,42823,44368,48055,6103,11287,14256,20520,26765,20202,-31383,30836,24871,17282,17591,27852,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
599,691328,335,5,3e,0,10,0,6104,11428,16520,25533,26768,20206,40256,42263,41396,42823,44368,48055,6103,11287,14256,20520,26765,20202,-31384,30835,24876,17290,17600,27849,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
600,692328,335,5,3e,0,10,0,6103,11424,16513,25535,26774,20203,40256,42263,41396,42823,44368,48055,6103,11287,14256,20520,26765,20202,-31383,30839,24883,17288,17594,27852,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
601,693328,335,5,3e,0,10,0,6104,11423,16518,25534,26771,20211,40256,42263,41396,42823,44368,48055,6103,11287,14256,20520,26765,20202,-31384,30840,24878,17289,17597,27844,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
602,694312,335,5,3e,0,10,0,6104,11424,16517,25533,26767,20205,40256,42263,41396,42823,44368,48055,6103,11287,14256,20520,26765,20202,-31384,30839,24879,17290,17601,27850,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
603,695328,335,5,3e,0,10,0,6103,11423,16510,25527,26759,20200,40256,42263,41396,42823,44368,48055,6103,11287,14256,20520,26759,20200,-31383,30840,24886,17296,17609,27855,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
604,696328,335,5,3e,0,10,0,6103,11423,16512,25531,26767,20203,40256,42263,41396,42823,44368,48055,6103,11287,14256,20520,26759,20200,-31383,30840,24884,17292,17601,27852,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
605,697312,335,5,3e,0,10,0,6103,11423,16518,25529,26768,20207,40256,42263,41396,42823,44368,48055,6103,11287,14256,20520,26759,20200,-31383,30840,24878,17294,17600,27848,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
606,698328,335,5,3e,0,10,0,6103,11422,16518,25534,26772,20204,40256,42263,41396,42823,44368,48055,6103,11287,14256,20520,26759,20200,-31383,30841,24878,17289,17596,27851,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
607,699328,335,5,3e,0,10,0,6104,11424,16513,25522,26758,20196,40256,42263,41396,42823,44368,48055,6103,11287,14256,20520,26758,20196,-31384,30839,24883,17301,17610,27859,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
608,700328,335,5,3e,0,10,0,6103,11421,16514,25525,26764,20204,40256,42263,41396,42823,44368,48055,6103,11287,14256,20520,26758,20196,-31383,30842,24882,17298,17604,27851,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
609,701328,335,5,3e,0,10,0,6103,11422,16511,25524,26759,20195,40256,42263,41396,42823,44368,48055,6103,11287,14256,20520,26758,20195,-31383,30841,24885,17299,17609,27860,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
610,702312,335,5,3e,0,10,0,6103,11422,16507,25519,26752,20190,40256,42263,41396,42823,44368,48055,6103,11287,14256,20520,26752,20190,-31383,30841,24889,17304,17616,27865,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
611,703328,335,5,3e,0,10,0,6102,11420,16506,25516,26749,20196,40256,42263,41396,42823,44368,48055,6102,11287,14256,20520,26749,20190,-31382,30843,24890,17307,17619,27859,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
612,704328,335,5,3e,0,10,0,6102,11418,16509,25523,26759,20202,40256,42263,41396,42823,44368,48055,6102,11287,14256,20520,26749,20190,-31382,30845,24887,17300,17609,27853,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
613,705328,335,5,3e,0,10,0,6102,11419,16507,25517,26763,20203,40256,42263,41396,42823,44368,48055,6102,11287,14256,20520,26749,20190,-31382,30844,24889,17306,17605,27852,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
614,706328,335,5,3e,0,10,0,6103,11420,16503,25509,26750,20193,40256,42263,41396,42823,44368,48055,6102,11287,14256,20520,26749,20190,-31383,30843,24893,17314,17618,27862,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
615,707328,335,5,3e,0,10,0,6102,11421,16506,25508,26759,20196,40256,42263,41396,42823,44368,48055,6102,11287,14256,20520,26749,20190,-31382,30842,24890,17315,17609,27859,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
616,708328,335,5,3e,0,10,0,6102,11417,16502,25506,26754,20193,40256,42263,41396,42823,44368,48055,6102,11287,14256,20520,26749,20190,-31382,30846,24894,17317,17614,27862,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
617,709328,335,5,3e,0,10,0,6102,11418,16503,25510,26760,20199,40256,42263,41396,42823,44368,48055,6102,11287,14256,20520,26749,20190,-31382,30845,24893,17313,17608,27856,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
618,710312,335,5,3e,0,10,0,6102,11416,16500,25503,26750,20192,40256,42263,41396,42823,44368,48055,6102,11287,14256,20520,26749,20190,-31382,30847,24896,17320,17618,27863,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
619,711328,335,5,3e,0,10,0,6101,11416,16503,25508,26751,20204,40256,42263,41396,42823,44368,48055,6101,11287,14256,20520,26749,20190,-31381,30847,24893,17315,17617,27851,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
620,712328,335,5,3e,0,10,0,6103,11416,16500,25502,26747,20192,40256,42263,41396,42823,44368,48055,6101,11287,14256,20520,26747,20190,-31383,30847,24896,17321,17621,27863,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
621,713328,335,5,3e,0,10,0,6102,11416,16502,25508,26747,20194,40256,42263,41396,42823,44368,48055,6101,11287,14256,20520,26747,20190,-31382,30847,24894,17315,17621,27861,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
622,714328,335,5,3e,0,10,0,6102,11414,16497,25504,26746,20195,40256,42263,41396,42823,44368,48055,6101,11287,14256,20520,26746,20190,-31382,30849,24899,17319,17622,27860,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
623,715328,335,5,3e,0,10,0,6101,11415,16500,25504,26750,20196,40256,42263,41396,42823,44368,48055,6101,11287,14256,20520,26746,20190,-31381,30848,24896,17319,17618,27859,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
624,716328,335,5,3e,0,10,0,6101,11412,16493,25497,26741,20191,40256,42263,41396,42823,44368,48055,6101,11287,14256,20520,26741,20190,-31381,30851,24903,17326,17627,27864,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
625,717328,335,5,3e,0,10,0,6101,11413,16493,25496,26741,20188,40256,42263,41396,42823,44368,48055,6101,11287,14256,20520,26741,20188,-31381,30850,24903,17327,17627,27867,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
626,718343,335,5,3e,0,10,0,6102,11413,16493,25500,26744,20192,40256,42263,41396,42823,44368,48055,6101,11287,14256,20520,26741,20188,-31382,30850,24903,17323,17624,27863,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
627,719328,335,5,3e,0,10,0,6101,11414,16491,25493,26731,20189,40256,42263,41396,42823,44368,48055,6101,11287,14256,20520,26731,20188,-31381,30849,24905,17330,17637,27866,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
628,720328,335,5,3e,0,10,0,6106,11410,16494,25490,26733,20192,40256,42263,41396,42823,44368,48055,6101,11287,14256,20520,26731,20188,-31386,30853,24902,17333,17635,27863,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
629,721328,335,5,3e,0,10,0,6100,11408,16493,25494,26736,20195,40256,42263,41396,42823,44368,48055,6100,11287,14256,20520,26731,20188,-31380,30855,24903,17329,17632,27860,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
630,722328,335,5,3e,0,10,0,6101,11411,16488,25488,26730,20190,40256,42263,41396,42823,44368,48055,6100,11287,14256,20520,26730,20188,-31381,30852,24908,17335,17638,27865,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
631,723328,335,5,3e,0,10,0,6100,11412,16487,25489,26731,20186,40256,42263,41396,42823,44368,48055,6100,11287,14256,20520,26730,20186,-31380,30851,24909,17334,17637,27869,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
632,724328,335,5,3e,0,10,0,6101,11412,16488,25492,26736,20196,40256,42263,41396,42823,44368,48055,6100,11287,14256,20520,26730,20186,-31381,30851,24908,17331,17632,27859,40256,42263,41396,42823,44368,48055,6141,11504,16652,25778,26968,20315,
