Run Date,4/30/2015 11:49:38
EntryNumber,elapsedTime,lastMeasFlowRateInMl,numOfSubmergedPads,submergedPadsBitMask,secondsOfNoWater,unknowns,pad5wrong,padCounts[0],padCounts[1],padCounts[2],padCounts[3],padCounts[4],padCounts[5],pad_max[0],pad_max[1],pad_max[2],pad_max[3],pad_max[4],pad_max[5],pad_min[0],pad_min[1],pad_min[2],pad_min[3],pad_min[4],pad_min[5],padMeasDelta[0],padMeasDelta[1],padMeasDelta[2],padMeasDelta[3],padMeasDelta[4],padMeasDelta[5],padMax1Array[0],padMax1Array[1],padMax1Array[2],padMax1Array[3],padMax1Array[4],padMax1Array[5],padMax2Array[0],padMax2Array[1],padMax2Array[2],padMax2Array[3],padMax2Array[4],padMax2Array[5],
115,114907,376,6,3f,0,70,30,41116,41251,39943,41476,42698,46514,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,968,714,1108,1268,1209,1279,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
116,115907,376,6,3f,0,70,30,41110,41254,39942,41480,42721,46571,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,974,711,1109,1264,1186,1222,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
117,116907,376,5,1f,0,70,31,41117,41194,39935,41479,43007,47643,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,967,771,1116,1265,900,150,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
118,117907,376,5,1f,0,70,32,41122,41195,39925,41476,42986,47629,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,962,770,1126,1268,921,164,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
119,118907,376,5,1f,0,70,33,41123,41197,39934,41477,42956,47623,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,961,768,1117,1267,951,170,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
120,119907,376,5,1f,0,70,34,41116,41193,39941,41472,42953,47630,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,968,772,1110,1272,954,163,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
121,120907,376,5,1f,0,70,35,41120,41199,39935,41466,42832,47234,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,964,766,1116,1278,1075,559,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
122,121907,376,6,3f,0,70,35,41107,41335,40040,41539,42874,46298,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,977,630,1011,1205,1033,1495,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
123,122907,376,3,23,0,71,35,41108,41162,40885,42634,43618,46270,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,976,803,166,110,289,1523,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
124,123907,376,3,23,0,72,35,41103,41135,40879,42639,43605,46273,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,981,830,172,105,302,1520,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
125,124907,376,3,23,0,73,35,41105,41136,40873,42643,43618,46284,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,979,829,178,101,289,1509,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
126,125907,376,6,3f,0,73,35,41091,40938,40208,41494,43047,46250,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,993,1027,843,1250,860,1543,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
127,126907,376,6,3f,0,73,35,41094,40930,40170,41512,43066,46268,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,990,1035,881,1232,841,1525,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
128,127907,376,6,3f,0,73,35,41079,40930,40174,41505,43098,46248,42159,42072,41150,42832,44015,47897,41079,40808,39892,41460,42533,46231,1005,1035,877,1239,809,1545,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
129,128907,376,5,1f,0,73,36,41105,40894,40080,41496,42991,47647,42159,42072,41150,42832,44015,47897,41079,40808,39892,41460,42533,46231,979,1071,971,1248,916,146,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
130,129907,376,5,1f,0,73,37,41097,40889,40067,41499,42914,47612,42159,42072,41150,42832,44015,47897,41079,40808,39892,41460,42533,46231,987,1076,984,1245,993,181,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
131,130922,376,2,3,0,74,37,41118,41008,40817,42665,43857,47743,42159,42072,41150,42832,44015,47897,41079,40808,39892,41460,42533,46231,966,957,234,79,50,50,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
132,131907,0,0,0,1,74,37,42021,41911,40987,42679,43840,47716,42159,42072,41150,42832,44015,47897,41079,40808,39892,41460,42533,46231,63,54,64,65,67,77,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
133,132907,376,6,3f,0,74,37,41080,40982,39902,41502,43047,46256,42159,42072,41150,42832,44015,47897,41079,40808,39892,41460,42533,46231,1004,983,1149,1242,860,1537,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
134,133907,376,6,3f,0,74,37,41090,40972,39906,41501,43052,46257,42159,42072,41150,42832,44015,47897,41079,40808,39892,41460,42533,46231,994,993,1145,1243,855,1536,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
135,134907,0,0,0,1,74,37,42026,41908,40995,42689,43858,47740,42159,42072,41150,42832,44015,47897,41079,40808,39892,41460,42533,46231,58,57,56,55,49,53,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
136,135907,0,0,0,2,74,37,42025,41914,40995,42691,43858,47741,42159,42072,41150,42832,44015,47897,41079,40808,39892,41460,42533,46231,59,51,56,53,49,52,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
137,136907,376,6,3f,0,74,37,41088,40878,40034,41495,42730,46394,42159,42072,41150,42832,44015,47897,41079,40808,39892,41460,42533,46231,996,1087,1017,1249,1177,1399,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
138,137922,376,6,3f,0,74,37,41084,40889,40054,41495,42756,46424,42159,42072,41150,42832,44015,47897,41079,40808,39892,41460,42533,46231,1000,1076,997,1249,1151,1369,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
139,138907,0,0,0,1,74,37,42025,41918,41008,42696,43863,47745,42159,42072,41150,42832,44015,47897,41079,40808,39892,41460,42533,46231,59,47,43,48,44,48,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
140,139907,0,0,0,2,74,37,42015,41912,40998,42688,43868,47749,42159,42072,41150,42832,44015,47897,41079,40808,39892,41460,42533,46231,69,53,53,56,39,44,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
141,140907,376,6,3f,0,74,37,41093,40806,40229,41486,42764,46399,42159,42072,41150,42832,44015,47897,41079,40806,39892,41460,42533,46231,991,1159,822,1258,1143,1394,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
142,141922,376,6,3f,0,74,37,41090,40804,40222,41493,42765,46397,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,994,1161,829,1251,1142,1396,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
143,142907,376,6,3f,0,74,37,41095,40812,40228,41488,42763,46394,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,989,1153,823,1256,1144,1399,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
144,143907,0,0,0,1,74,37,42015,41910,41000,42692,43870,47746,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,69,55,51,52,37,47,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
145,144922,218,4,3c,0,74,37,41961,41809,40290,41481,42692,46465,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,123,156,761,1263,1215,1328,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
146,145907,218,4,3c,0,74,37,41958,41802,40290,41497,42711,46495,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,126,163,761,1247,1196,1298,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
147,146907,0,0,0,1,74,37,41981,41914,40993,42694,43856,47745,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,103,51,58,50,51,48,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
148,147907,0,1,20,0,74,37,42002,41904,40999,42677,43769,46456,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,82,61,52,67,138,1337,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
149,148922,0,1,20,0,74,37,41990,41882,40987,42673,43684,46290,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,94,83,64,71,223,1503,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
150,149907,0,0,0,1,74,37,42022,41896,40994,42685,43870,47742,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,62,69,57,59,37,51,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
151,150907,0,0,0,2,74,37,42042,41908,40996,42683,43859,47734,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,42,57,55,61,48,59,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
152,151907,0,0,0,3,74,37,42037,41911,40992,42684,43856,47737,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,47,54,59,60,51,56,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
153,152922,0,0,0,4,74,37,42036,41917,41001,42691,43861,47741,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,48,48,50,53,46,52,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
154,153907,0,0,0,5,74,37,42036,41917,40993,42686,43854,47740,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,48,48,58,58,53,53,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
155,154907,0,0,0,6,74,37,42030,41914,40997,42687,43854,47741,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,54,51,54,57,53,52,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
156,155922,0,0,0,7,74,37,42033,41921,40999,42698,43876,47744,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,51,44,52,46,31,49,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
157,156907,0,0,0,8,74,37,42037,41913,40996,42684,43861,47736,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,47,52,55,60,46,57,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
158,157907,0,0,0,9,74,37,42032,41919,40994,42690,43865,47740,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,52,46,57,54,42,53,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
159,158922,0,0,0,10,74,37,42031,41920,40994,42695,43865,47753,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,53,45,57,49,42,40,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
160,159922,0,0,0,11,74,37,42032,41917,40990,42689,43852,47729,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,52,48,61,55,55,64,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
161,160907,0,0,0,12,74,37,42034,41914,40985,42682,43872,47744,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,50,51,66,62,35,49,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
162,161907,0,0,0,13,74,37,42031,41925,40994,42691,43874,47746,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,53,40,57,53,33,47,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
163,162922,0,0,0,14,74,37,42041,41923,41000,42688,43869,47743,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,43,42,51,56,38,50,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
164,163922,0,0,0,15,74,37,42041,41927,40998,42707,43876,47737,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,43,38,53,37,31,56,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
165,164907,0,0,0,16,74,37,42038,41917,40994,42692,43860,47736,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,46,48,57,52,47,57,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
166,165907,0,0,0,17,74,37,42031,41912,40995,42691,43862,47743,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,53,53,56,53,45,50,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
167,166922,0,0,0,18,74,37,42034,41920,41007,42696,43873,47740,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,50,45,44,48,34,53,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
168,167907,0,0,0,19,74,37,42034,41918,40997,42689,43866,47741,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,50,47,54,55,41,52,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
169,168907,0,0,0,20,74,37,42032,41918,41004,42683,43863,47737,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,52,47,47,61,44,56,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
170,169922,0,0,0,21,74,37,42032,41915,40996,42686,43861,47730,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,52,50,55,58,46,63,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
171,170922,0,0,0,22,74,37,42035,41917,40993,42686,43868,47741,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,49,48,58,58,39,52,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
172,171907,0,0,0,23,74,37,42044,41922,40999,42693,43871,47757,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,40,43,52,51,36,36,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
173,172907,0,0,0,24,74,37,42034,41920,41008,42698,43878,47759,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,50,45,43,46,29,34,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
174,173922,0,0,0,25,74,37,42036,41922,41005,42706,43879,47751,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,48,43,46,38,28,42,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
175,174922,0,0,0,26,74,37,42035,41922,40995,42695,43858,47735,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,49,43,56,49,49,58,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
176,175907,0,0,0,27,74,37,42037,41924,40995,42692,43860,47736,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,47,41,56,52,47,57,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
177,176922,0,0,0,28,74,37,42036,41921,40994,42697,43860,47742,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,48,44,57,47,47,51,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
178,177922,0,0,0,29,74,37,42035,41918,40998,42698,43869,47737,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,49,47,53,46,38,56,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
179,178907,0,0,0,30,74,37,42042,41916,40998,42706,43879,47750,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,42,49,53,38,28,43,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
180,179907,0,0,0,31,74,37,42044,41916,41007,42690,43882,47752,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,40,49,44,54,25,41,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
181,180922,0,0,0,32,74,37,42042,41916,40992,42689,43875,47760,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,42,49,59,55,32,33,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
182,181922,0,0,0,33,74,37,42042,41925,41002,42694,43877,47754,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,42,40,49,50,30,39,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
183,182907,0,0,0,34,74,37,42043,41924,40996,42688,43867,47747,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,41,41,55,56,40,46,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
184,183922,0,0,0,35,74,37,42041,41925,41000,42707,43886,47754,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,43,40,51,37,21,39,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
185,184922,0,0,0,36,74,37,42042,41920,40994,42680,43867,47745,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,42,45,57,64,40,48,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
186,185922,0,0,0,37,74,37,42037,41927,40998,42688,43879,47749,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,47,38,53,56,28,44,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
187,186907,0,0,0,38,74,37,42042,41922,40999,42680,43875,47747,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,42,43,52,64,32,46,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
188,187922,0,0,0,39,74,37,42035,41917,40991,42685,43875,47749,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,49,48,60,59,32,44,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
189,188922,0,0,0,40,74,37,42042,41916,40989,42682,43865,47734,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,42,49,62,62,42,59,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
190,189907,0,0,0,41,74,37,42042,41919,40993,42689,43871,47754,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,42,46,58,55,36,39,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
191,190922,0,0,0,42,74,37,42036,41931,40999,42694,43875,47745,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,48,34,52,50,32,48,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
192,191922,0,0,0,43,74,37,42038,41925,40991,42676,43862,47745,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,46,40,60,68,45,48,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
193,192922,0,0,0,44,74,37,42039,41932,40994,42689,43865,47745,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,45,33,57,55,42,48,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
194,193907,0,0,0,45,74,37,42034,41927,40995,42688,43862,47737,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,50,38,56,56,45,56,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
195,194922,0,0,0,46,74,37,42041,41926,40995,42687,43869,47744,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,43,39,56,57,38,49,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
196,195922,0,0,0,47,74,37,42034,41927,40992,42687,43858,47724,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,50,38,59,57,49,69,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
197,196922,0,0,0,48,74,37,42043,41930,40996,42681,43867,47735,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,41,35,55,63,40,58,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
198,197922,0,0,0,49,74,37,42039,41930,40998,42691,43883,47749,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,45,35,53,53,24,44,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
199,198922,0,0,0,50,74,37,42042,41927,40989,42682,43868,47742,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,42,38,62,62,39,51,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
200,199922,0,0,0,51,74,37,42046,41924,41003,42688,43878,47754,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,38,41,48,56,29,39,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
201,200907,0,0,0,52,74,37,42036,41927,41002,42685,43868,47748,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,48,38,49,59,39,45,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
202,201922,0,0,0,53,74,37,42035,41925,41010,42689,43876,47752,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,49,40,41,55,31,41,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
203,202922,0,0,0,54,74,37,42039,41922,41003,42683,43862,47745,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,45,43,48,61,45,48,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
204,203922,0,0,0,55,74,37,42031,41925,41002,42687,43869,47739,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,53,40,49,57,38,54,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
205,204922,0,0,0,56,74,37,42039,41923,41004,42685,43862,47731,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,45,42,47,59,45,62,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
206,205922,0,0,0,57,74,37,42039,41930,41012,42687,43876,47744,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,45,35,39,57,31,49,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
207,206922,0,0,0,58,74,37,41998,41924,40992,42680,43866,47736,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,86,41,59,64,41,57,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
208,207922,0,0,0,59,74,37,42039,41928,40993,42682,43861,47741,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,45,37,58,62,46,52,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
209,208922,0,0,0,60,74,37,42032,41928,40990,42685,43858,47734,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,52,37,61,59,49,59,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
210,209922,0,0,0,61,74,37,42036,41928,40998,42688,43870,47751,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,48,37,53,56,37,42,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
211,210922,0,0,0,62,74,37,42040,41939,41007,42691,43876,47750,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,44,26,44,53,31,43,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
212,211922,0,0,0,63,74,37,42041,41927,40995,42680,43862,47741,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,43,38,56,64,45,52,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
213,212922,0,0,0,64,74,37,42037,41930,40994,42694,43864,47743,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,47,35,57,50,43,50,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
214,213922,0,0,0,65,74,37,42033,41929,41007,42680,43863,47739,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,51,36,44,64,44,54,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
215,214922,0,0,0,66,74,37,42033,41921,41003,42679,43861,47749,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,51,44,48,65,46,44,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
216,215922,0,0,0,67,74,37,42032,41923,41002,42677,43859,47742,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,52,42,49,67,48,51,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
217,216922,0,0,0,68,74,37,42031,41920,41003,42691,43863,47740,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,53,45,48,53,44,53,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
218,217922,0,0,0,69,74,37,42036,41916,40994,42688,43861,47746,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,48,49,57,56,46,47,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
219,218938,0,0,0,70,74,37,42040,41922,41006,42689,43872,47754,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,44,43,45,55,35,39,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
220,219922,0,0,0,71,74,37,42037,41924,41002,42678,43859,47736,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,47,41,49,66,48,57,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
221,220922,0,0,0,72,74,37,42035,41924,40992,42675,43854,47736,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,49,41,59,69,53,57,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
222,221922,0,0,0,73,74,37,42041,41912,40998,42678,43856,47743,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,43,53,53,66,51,50,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
223,222922,0,0,0,74,74,37,42035,41928,41010,42696,43878,47745,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,49,37,41,48,29,48,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
224,223922,0,0,0,75,74,37,42041,41924,41000,42693,43853,47736,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,43,41,51,51,54,57,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
225,224922,0,0,0,76,74,37,42043,41923,41011,42697,43868,47753,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,41,42,40,47,39,40,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
226,225938,0,0,0,77,74,37,42039,41922,41000,42687,43860,47742,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,45,43,51,57,47,51,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
227,226922,0,0,0,78,74,37,42046,41925,41001,42694,43868,47750,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,38,40,50,50,39,43,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
228,227922,0,0,0,79,74,37,42040,41926,41000,42686,43860,47736,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,44,39,51,58,47,57,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
229,228922,0,0,0,80,74,37,42037,41927,41001,42680,43852,47722,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,47,38,50,64,55,71,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
230,229938,79,1,10,0,74,38,42032,41910,40975,42409,43379,47654,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,52,55,76,335,528,139,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
231,230922,0,1,20,0,74,38,41998,41906,40993,42673,43642,46361,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,86,59,58,71,265,1432,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
232,231922,0,1,20,0,74,38,41985,41897,40970,42648,43686,46941,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,99,68,81,96,221,852,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
